,Title,Price (DKK),Year,KM driven,Motor (Litres),Manual/Automatic gear,Horsepower,Car Manufacturer
1732,"VW Passat 339.900 kr. Variant 1,5 TSI EVO ACT Elegance Plus DSG 150HK Stc 7g A",339900,2019,82000,1.5,Automatgear,150,VW
1733,"Renault Captur 1,3 TCE GPF Intens EDC 130HK 5d 7g A",239500,2019,52000,1.3,Automatgear,130,Renault
1734,"Peugeot 5008 1,2 PureTech Allure EAT8 130HK 5d 8g A",329900,2019,62000,1.2,Automatgear,130,Peugeot
1735,"Mazda CX-30 2,0 SkyActiv-X 180 Cosmo",309900,2020,44500,2.0,Automatgear,180,Mazda
1736,VW Golf VII,259900,2020,71000,1.5,Automatgear,150,VW
1737,"Skoda Octavia 259.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",254900,2020,55000,1.5,Automatgear,150,Skoda
1738,VW Golf VII,239900,2019,82000,1.5,Automatgear,150,VW
1739,"VW T-Roc 309.900 kr. 1,5 TSI ACT Style Team DSG 150HK 5d 7g A",309900,2020,39000,1.5,Automatgear,150,VW
1740,"Opel Grandland X 1,2 T Elegance Start/Stop 130HK 5d 8g A",287900,2021,64000,1.2,Automatgear,130,Opel
1741,"Skoda Octavia 249.900 kr. Combi 1,5 TSI ACT Style Dynamic DSG 150HK Stc 7g A",244900,2020,89000,1.5,Automatgear,150,Skoda
1742,"Skoda Karoq 349.900 kr. 1,5 TSI ACT Celebration 150HK 5d 6g",339900,2021,38000,1.5,Manuelt gear,150,Skoda
1743,"Opel Crossland X 149.900 kr. 1,2 Edition+ 83HK 5d",149900,2020,53000,1.2,Manuelt gear,83,Opel
1744,"Seat Ateca Ateca329.900 kr. 3.200 kr./md. 1,5 TSI ACT Xcellence Start/Stop 150HK 5d 6g",299900,2019,60000,1.5,Automatgear,150,Seat
1745,"Toyota Yaris 1,3 VVT-I T2 100HK 5d 6g A+",119900,2018,95500,1.3,Manuelt gear,100,Toyota
1746,"Skoda Karoq 1,5 TSi 150 Style DSG",299900,2019,78000,1.5,Automatgear,150,Skoda
1747,"VW T-Roc 309.900 kr. 1,5 TSI ACT Style Team DSG 150HK 5d 7g A",309900,2020,47000,1.5,Automatgear,150,VW
1748,"Kia XCeed 1,0 T-GDI Prestige 120HK 5d 6g",234900,2022,13000,1.0,Manuelt gear,120,Kia
1749,Audi A5 Cabriolet 40 TFSi Prestige+ S-tr,619900,2022,8000,2.0,Automatgear,204,Audi
1750,"Audi A3 Sportback 1,4 TFSi 150 Ambition",199900,2016,104000,1.4,Automatgear,150,Audi
1751,"Audi Q2 314.900 kr. 1,5 35 TFSI Prestige S Tronic 150HK 5d 7g A",309900,2021,63000,1.5,Automatgear,150,Audi
1752,"Ford Fiesta 1,0 EcoBoost Titanium",224900,2023,1000,1.0,Manuelt gear,100,Ford
1753,"Volvo V60 409.900 kr. 2,0 T4 Inscription 190HK Stc 8g A",409900,2020,52000,2.0,Automatgear,190,Volvo
1754,"Audi A3 Sportback 299.900 kr. 1,5 TFSI Sport Limited Edition Plus S Tronic 150HK 5d 7g A",299900,2020,53000,1.5,Automatgear,150,Audi
1755,Fiat 500C 12 Eco Pop Start & Stop 69HK Cabr,139900,2019,30000,1.2,Manuelt gear,69,Fiat
1756,"VW Polo 1,0 TSi 95 Comfortline DSG",219900,2021,41500,1.0,Automatgear,95,VW
1757,"Skoda Karoq 1,5 TSi 150 Style DSG",334900,2020,76000,1.5,Automatgear,150,Skoda
1758,"Mazda 2 1,5 Skyactiv-G Sky 90HK 5d 6g",174600,2022,5300,1.5,Manuelt gear,90,Mazda
1759,Audi Q5 50 TFSi e Prestige quattro S-tr,539900,2021,40000,2.0,Automatgear,299,Audi
1760,Toyota Corolla 12 T3 Smart start/stop 116HK 5d 6g,209900,2019,57500,1.2,Manuelt gear,116,Toyota
1761,Renault Kadjar 12 Energy TCe Zen EDC 130HK 5d 7g A,194900,2018,78000,1.2,Automatgear,130,Renault
1762,Opel Mokka X 14 Turbo Enjoy 140HK 5d 6g A,194900,2017,58000,1.4,Automatgear,140,Opel
1763,"VW Passat Variant 1,4 TSI BMT ACT Comfortline Premium DSG 150HK Stc 7g A",289500,2019,94900,1.4,Automatgear,150,VW
1764,"VW Polo 1,0 TSI Highline DSG 115HK 5d 7g A",224500,2020,35200,1.0,Automatgear,115,VW
1765,Kia Rio 10 T-GDI Advance 100HK 5d,114900,2017,95000,1.0,Manuelt gear,100,Kia
1766,"Seat Mii 1,0 MPI Sport Start/Stop 60HK 5d",99700,2018,52000,1.0,Manuelt gear,60,Seat
1767,"Peugeot 2008 1,2 e-THP Allure Sky 110HK",154900,2017,37000,1.2,Manuelt gear,110,Peugeot
1768,"Ford Fiesta 1,0 EcoBoost ST-Line",189700,2019,38000,1.0,Manuelt gear,140,Ford
1769,Opel Crossland X 12 T Enjoy Start/Stop 110HK 5d 6g A,169900,2018,51000,1.2,Automatgear,110,Opel
1770,Mazda 2 15 Skyactiv-G Sky 90HK 5d 6g A,199900,2022,99,1.5,Automatgear,90,Mazda
1771,VW Golf VII,259900,2020,52000,1.5,Manuelt gear,150,VW
1772,Peugeot 3008 12 PureTech Allure EAT8 130HK 5d 8g A,269900,2019,57000,1.2,Automatgear,130,Peugeot
1773,"Seat Leon 239.900 kr. Sportstourer 1,5 TSI Xcellence DSG 150HK Stc 7g A",239900,2019,69000,1.5,Automatgear,150,Seat
1774,"Ford Ecosport 1,0 EcoBoost ST-Line Start/Stop 140HK 5d",179700,2019,48000,1.0,Automatgear,140,Ford
1775,"Toyota Yaris 1,5 VVT-I T3 Vision 125HK 5d 6g A+",189900,2021,17395,1.5,Manuelt gear,125,Toyota
1776,"VW Taigo 1,0 TSi 110 Life DSG",269900,2022,23000,1.0,Automatgear,110,VW
1777,"BMW 318 i 1,5 Steptronic 136HK 8g A",224990,2016,87000,1.5,Automatgear,136,BMW
1778,Peugeot 2008 12 PureTech Allure 130HK 5d,223900,2020,61000,1.2,Manuelt gear,130,Peugeot
1779,"Kia ceed 249.900 kr. SW 1,4 T-GDI Comfort DCT 140HK Stc 7g A",249900,2020,40000,1.4,Automatgear,140,Kia
1780,"Ford Fiesta 1,0 EcoBoost ST-Line Start/Stop 125HK 5d 6g",164900,2019,71000,1.0,Manuelt gear,125,Ford
1781,"Mazda 3 2,0 SkyActiv-G 122 Sky",236900,2019,22000,2.0,Automatgear,122,Mazda
1782,"VW Passat 1,4 TSi 150 Highline Premium Variant DSG",279900,2018,105000,1.4,Automatgear,150,VW
1783,Peugeot 3008 12 PureTech Active 130HK 5d 6g,209900,2017,100000,1.2,Automatgear,130,Peugeot
1784,"Citroën C4 Cactus 1,2 PureTech Skyline 110HK 5d 6g",159900,2018,80000,1.2,Manuelt gear,110,Citroën
1785,"Toyota Aygo X 1,0 VVT-I Active 72HK 5d Aut. A+",178900,2023,100,1.0,Automatgear,72,Toyota
1786,Peugeot 3008 12 PureTech Allure LTD 130HK 5d 6g,249900,2019,41000,1.2,Manuelt gear,130,Peugeot
1787,Toyota Yaris 15 VVT-I GR Sport 125HK 5d 6g,264900,2022,9000,1.5,Manuelt gear,125,Toyota
1788,"Skoda Octavia 1,0 TSi 115 Style DSG",219900,2017,45500,1.0,Automatgear,115,Skoda
1789,Toyota Yaris 15 VVT-I Active Technology 125HK 5d 6g,202900,2022,13000,1.5,Manuelt gear,125,Toyota
1790,Kia Stonic 12 Premium 84HK 5d,167900,2017,32000,1.2,Manuelt gear,84,Kia
1791,"VW Passat 329.900 kr. Variant 1,5 TSI EVO ACT Business Plus DSG 150HK Stc 7g A",324900,2020,84000,1.5,Automatgear,150,VW
1792,"VW Touran Touran329.900 kr. 1,5 TSI EVO ACT Comfortline DSG 150HK 7g A",324900,2019,57000,1.5,Automatgear,150,VW
1793,Toyota Yaris 15 VVT-I T3 Smart 125HK 5d 6g,192900,2021,22900,1.5,Manuelt gear,125,Toyota
1794,Renault Kadjar 12 Energy TCe Zen 130HK 5d 6g,179900,2018,72000,1.2,Manuelt gear,130,Renault
1795,Peugeot 3008 12 PureTech Allure 130HK 5d 6g,239900,2019,56000,1.2,Manuelt gear,130,Peugeot
1796,"Toyota Yaris 1,5 VVT-I T3 Vision 125HK 5d 6g A+",189900,2021,17240,1.5,Manuelt gear,125,Toyota
1797,VW Golf VII,194900,2017,82000,1.4,Automatgear,125,VW
1798,"Toyota Yaris 1,5 VVT-I T3 Vision 125HK 5d 6g A+",189900,2021,16739,1.5,Manuelt gear,125,Toyota
1799,Renault Mégane Sport Tourer 13 TCE GPF Zen 140HK Stc 6g,249990,2023,5000,1.3,Manuelt gear,140,Renault
1800,"Mazda 2 1,5 Skyactiv-G Cosmo 90HK 5d 6g A",209700,2022,9800,1.5,Automatgear,90,Mazda
1801,"Kia Rio 1,0 T-GDI Upgrade 100HK 5d 6g",199900,2022,8603,1.0,Manuelt gear,100,Kia
1802,"VW Passat 1,4 TSi 150 Comfortline+ DSG",209900,2016,124000,1.4,Automatgear,150,VW
1803,"Fiat 500 0,9 TwinAir 80 Sportiv",119900,2018,72000,0.9,Manuelt gear,80,Fiat
1804,"Opel Mokka 1,4 T 140 Enjoy",138900,2014,77000,1.4,Manuelt gear,140,Opel
1805,"Toyota Yaris 1,5 VVT-I T3 Smartpakke 111HK 5d 6g A+",159900,2019,22800,1.5,Manuelt gear,111,Toyota
1806,"Toyota Yaris 1,5 VVT-I Active Technology & Design 125HK 5d 6g A+",219900,2022,70,1.5,Manuelt gear,125,Toyota
1807,"Toyota Yaris 1,5 VVT-I T3 Vision 125HK 5d 6g A+",184900,2021,19300,1.5,Manuelt gear,125,Toyota
1808,"Mazda 2 1,5 Skyactiv-G Cosmo 90HK 5d 6g A",209700,2022,7000,1.5,Automatgear,90,Mazda
1809,"Skoda Scala 1,0 TSi 110 Life DSG",304900,2023,0,1.0,Automatgear,110,Skoda
1810,"Toyota Aygo X 1,0 VVT-I Active 72HK 5d A+",158980,2023,2000,1.0,Manuelt gear,72,Toyota
1811,Toyota Yaris 15 VVT-I GR Sport 125HK 5d 6g,269900,2022,2000,1.5,Manuelt gear,125,Toyota
1812,"Fiat 500 1,2 Super Star",129900,2019,47000,1.2,Manuelt gear,69,Fiat
1813,Mazda CX-5 20 Skyactiv-G Newground 165HK 5d 6g A,359900,2022,10000,2.0,Automatgear,165,Mazda
1814,Mazda 2 15 Skyactiv-G Sky 90HK 5d 6g A,189900,2022,9000,1.5,Automatgear,90,Mazda
1815,"Toyota Yaris 1,0 VVT-I T1 72HK 5d A+",149900,2021,29000,1.0,Manuelt gear,72,Toyota
1816,Dacia Logan 09 Tce Lauréate Start/Stop 90HK,89900,2017,96000,0.9,Manuelt gear,90,Dacia
1817,Toyota Aygo 10 VVT-I X-Sky 72HK 5d,134700,2021,12000,1.0,Manuelt gear,72,Toyota
1818,"Toyota Yaris 1,0 VVT-I T1 72HK 5d A+",159900,2021,26000,1.0,Manuelt gear,72,Toyota
1819,"Nissan Qashqai 1,3 mHEV Tekna X-tr",359900,2022,29600,1.3,Automatgear,158,Nissan
1820,"Seat Ibiza 1,0 TSi 110 FR DSG",239900,2023,8800,1.0,Automatgear,110,Seat
1821,"Skoda Octavia 1,5 eTSi 150 Style Combi DSG",402463,2023,0,1.5,Automatgear,150,Skoda
1822,"Mazda 2 1,5 Skyactiv-G Sky 90HK 5d 6g A",189500,2022,9200,1.5,Automatgear,90,Mazda
1823,Renault Clio V,169990,2022,5000,1.0,Manuelt gear,90,Renault
1824,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d A+++",114900,2020,18000,1.0,Manuelt gear,72,Toyota
1825,"Mercedes B200 1,3 AMG Line 7G-DCT 163HK 7g A",379500,2020,29000,1.3,Automatgear,163,Mercedes
1826,"Mazda 3 2,0 Skyactiv-G Vision 120HK 5d 6g",149500,2016,110500,2.0,Automatgear,120,Mazda
1827,"Mazda 2 1,5 Skyactiv-G Sky 90HK 5d 6g",179500,2022,2900,1.5,Manuelt gear,90,Mazda
1828,"Opel Corsa 1,2 Edition 75HK 5d",147500,2021,36000,1.2,Manuelt gear,75,Opel
1829,"Skoda Superb 1,4 TSi iV Style Combi DSG",319800,2020,91000,1.4,Automatgear,218,Skoda
1830,"Ford Ka 1,2 Titanium",36900,2013,137000,1.2,Manuelt gear,69,Ford
1831,"Peugeot 5008 1,2 e-THP 130 Allure 7prs",269900,2018,72000,1.2,Manuelt gear,130,Peugeot
1832,"Skoda Superb 1,5 TSi 150 Business Executive Combi DSG",319800,2019,92000,1.5,Automatgear,150,Skoda
1833,"Skoda Superb 1,4 TSi iV Style Combi DSG",349800,2020,46000,1.4,Automatgear,218,Skoda
1834,"Peugeot 108 1,0 e-VTi 72 Allure+",99900,2019,30000,1.0,Manuelt gear,72,Peugeot
1835,"Peugeot 208 1,2 PureTech 100 GT Line EAT8",199900,2020,46000,1.2,Automatgear,100,Peugeot
1836,"Peugeot 208 1,2 PureTech 75 Drive",169900,2022,8000,1.2,Manuelt gear,75,Peugeot
1837,"Hyundai i20 1,0 T-GDi Trend",114900,2017,55000,1.0,Manuelt gear,100,Hyundai
1838,"Toyota Aygo 1,0 VVT-i x-pression",99900,2019,31000,1.0,Manuelt gear,72,Toyota
1839,"Peugeot 2008 1,2 PureTech 130 Allure Pack",279900,2023,6000,1.2,Manuelt gear,130,Peugeot
1840,"Peugeot 208 1,2 PureTech 100 Allure EAT8",229900,2023,4000,1.2,Automatgear,100,Peugeot
1841,"Peugeot 108 1,0 e-VTi 72 Infinity",107900,2020,25000,1.0,Manuelt gear,72,Peugeot
1842,"Peugeot 208 1,2 VTi 82 Selection Sky",109900,2018,92000,1.2,Manuelt gear,82,Peugeot
1843,"Peugeot 2008 1,2 PureTech 130 GT EAT8",309900,2022,8000,1.2,Automatgear,130,Peugeot
1844,"Toyota Aygo 1,0 VVT-i x-press x-shif",139900,2020,20000,1.0,Automatgear,72,Toyota
1845,"Peugeot 208 1,2 PureTech 82 Exclusive+",124900,2019,93000,1.2,Manuelt gear,82,Peugeot
1846,"Peugeot 108 1,0 e-VTi 72 Allure+",104900,2019,28000,1.0,Manuelt gear,72,Peugeot
1847,"Peugeot 108 1,0 e-VTi 69 Active",69900,2016,68000,1.0,Manuelt gear,69,Peugeot
1848,"Peugeot 208 1,2 PureTech 100 Evolution",169900,2021,56000,1.2,Manuelt gear,100,Peugeot
1849,"Peugeot 208 1,2 PureTech 82 Allure+",129900,2019,62000,1.2,Manuelt gear,82,Peugeot
1850,"Peugeot 208 1,2 PureTech 75 Drive",174900,2022,9000,1.2,Manuelt gear,75,Peugeot
1851,"Peugeot 208 1,2 PureTech 75 Platin",169900,2022,15000,1.2,Manuelt gear,75,Peugeot
1852,"Peugeot 208 1,2 PureTech 75 Active Limited",154900,2021,44000,1.2,Manuelt gear,75,Peugeot
1853,"Toyota Yaris 1,0 VVT-i T2",114900,2017,38000,1.0,Manuelt gear,69,Toyota
1854,"Opel Corsa 1,2 Elegance",164900,2021,10000,1.2,Manuelt gear,75,Opel
1855,"Skoda Citigo 1,0 MPi 60 Fresh",99900,2018,26000,1.0,Manuelt gear,60,Skoda
1856,"VW Polo 1,0 TSi 95 Comfortline+ DSG",209900,2020,26000,1.0,Automatgear,95,VW
1857,"Fiat 500C 0,9 TwinAir 80 Pop",119900,2018,63000,0.9,Manuelt gear,80,Fiat
1858,"Citroën C3 1,2 PureTech 82 Cool",124900,2020,36000,1.2,Manuelt gear,82,Citroën
1859,"Suzuki Vitara 1,4 Boosterjet Active",199900,2019,57000,1.4,Manuelt gear,140,Suzuki
1860,"Peugeot 208 1,2 PureTech 75 Drive",169900,2022,11000,1.2,Manuelt gear,75,Peugeot
1861,"Mitsubishi Space Star 1,2 Invite+",149900,2022,900,1.2,Manuelt gear,71,Mitsubishi
1862,Peugeot 5008 1.2 e-THP 130 hk SUV | Usado,219000,2017,116100,1.2,Manuelt gear,130,Peugeot
1863,Peugeot 108 e-VTi 72 5D | Usado,90000,2019,66800,1.0,Manuelt gear,72,Peugeot
1864,"Opel Grandland X 1,2T 130HK MPV | Usado",179000,2018,86000,1.2,Manuelt gear,130,Opel
1865,Opel Astra 4 Turbo 150HK Sports Tourer Aut. | Usado,174900,2018,109000,1.4,Automatgear,150,Opel
1866,Audi A4 AVANT 2.0 TFSI 190 HK 5-dørs S tronic | Usado,292500,2018,86000,2.0,Automatgear,190,Audi
1867,"Mazda 2 1,5 SKYACTIV-G Hatchback Man. | Usado",142600,2019,33000,1.5,Manuelt gear,90,Mazda
1868,Skoda Fabia 1.2 TSI 110 HK 6-g STYLE STATIONCAR | Usado,138900,2017,64500,1.2,Manuelt gear,110,Skoda
1870,Toyota Aygo 1.0 VVT-i e-cellence | Usado,89730,2018,79900,1.0,Manuelt gear,72,Toyota
1871,VW T-Cross - 1.0 TSI 95HK | Usado,199900,2019,58000,1.0,Manuelt gear,95,VW
1872,Mazda 3 2.0 SKYACTIV-X 180 HK 4-dørs aut. | Usado,276000,2019,45000,2.0,Automatgear,180,Mazda
1873,Citroën C3 Aircross 1.2 PureTech 110 hk SUV | Usado,180000,2019,26000,1.2,Manuelt gear,110,Citroën
1875,Mercedes A200 A-KlasseHatchback 7G-DCT | Usado,295000,2018,46000,1.3,Automatgear,163,Mercedes
1876,Seat Ibiza 1.0 TSI 115 | Usado,129000,2018,108300,1.0,Manuelt gear,115,Seat
1877,Peugeot 3008 1.2 e-THP 130 hk SUV | Usado,184700,2018,91000,1.2,Manuelt gear,130,Peugeot
1878,"Suzuki Baleno 1,2 Dualjet SHVS 5-dørs | Usado",110000,2017,60000,1.2,Manuelt gear,90,Suzuki
1879,"Opel Insignia 1,5T 140HK Sports Tourer | Usado",189000,2017,87500,1.5,Manuelt gear,140,Opel
1880,Renault Clio IV,84900,2015,79500,0.9,Manuelt gear,90,Renault
1881,Skoda Rapid SPACEBACK 1.4 TSI 122 HK SPACEBACK DSG | Usado,134900,2014,98000,1.4,Automatgear,122,Skoda
1882,Honda Civic 1.0 VTEC TURBO 5d | Usado,179000,2018,68000,1.0,Manuelt gear,129,Honda
1883,Audi A3 Limousine 1.5 TFSI 150 hk 4-dørs S tronic | Usado,250000,2018,75000,1.5,Automatgear,150,Audi
1884,"Ford Focus 1,0 Ecoboost | Usado",129500,2017,94000,1.0,Manuelt gear,125,Ford
1885,Peugeot 2008 PureTech 130 SUV | Dreivers,220000,2020,62000,1.2,Manuelt gear,130,Peugeot
1886,Nissan Qashqai DIG-T 115 SUV 2WD 6 M/T | Dreivers,175000,2016,77000,1.2,Manuelt gear,115,Nissan
1887,"Suzuki SX4 S-Cross 1,0 Boosterjet 5-dørs | Dreivers",179700,2018,44700,1.0,Manuelt gear,112,Suzuki
1888,Renault Twingo SCe 70 | ZEN,89000,2019,50000,1.0,Automatgear,70,Renault
1889,VW Golf VII,272000,2014,118000,2.0,Automatgear,230,VW
1890,Peugeot 3008 PRE,207900,2018,64000,1.2,Manuelt gear,130,Peugeot
1891,Ford Puma 14,269900,2020,25000,1.0,Automatgear,125,Ford
1892,Skoda Superb PRE,287900,2018,73000,1.4,Automatgear,150,Skoda
1893,"Skoda Karoq 1,5 TSi 150 Celebration DSG",359900,2021,39000,1.5,Automatgear,150,Skoda
1894,"Peugeot 5008 1,6 PureTech 180 GT Line EAT8 7prs",349900,2019,109000,1.6,Automatgear,180,Peugeot
1895,VW up! PRE,74900,2015,116000,1.0,Manuelt gear,60,VW
1896,Mercedes A200,349900,2021,42000,1.3,Automatgear,163,Mercedes
1897,Skoda Fabia PRE,142900,2017,38000,1.2,Manuelt gear,90,Skoda
1898,Suzuki Ignis PRE,124900,2017,17000,1.2,Manuelt gear,90,Suzuki
1899,"Kia XCeed 1,6 GDI Plugin-hybrid Upgrade DCT 141HK 5d 6g A",314895,2022,6267,1.6,Automatgear,141,Kia
1900,"Kia Picanto 1,0 MPI Comfort 67HK 5d",92000,2018,47000,1.0,Manuelt gear,67,Kia
1901,"Toyota Aygo 1,0 VVT-i x-play x-shif",109800,2018,94000,1.0,Automatgear,72,Toyota
1902,Renault Mégane IV MK4,204900,2019,46000,1.3,Manuelt gear,140,Renault
1903,VW T-Roc PRE,224900,2019,52000,1.0,Manuelt gear,115,VW
1904,Nissan Qashqai PRE,274900,2021,21600,1.3,Automatgear,160,Nissan
1905,Ford Focus 15,222900,2019,69000,1.5,Manuelt gear,150,Ford
1906,BMW 120 PRE,272900,2019,88000,2.0,Automatgear,184,BMW
1907,Skoda Octavia PRE,239900,2019,68000,1.5,Automatgear,150,Skoda
1908,"Skoda Superb 1,4 TSi iV Style Combi DSG",349900,2020,19000,1.4,Automatgear,218,Skoda
1909,"VW Golf VII 1,5 TSi 150 Highline Variant DSG",244900,2019,93000,1.5,Automatgear,150,VW
1910,"Skoda Octavia 1,0 TSI Style 115HK 5d 6g",209900,2018,59000,1.0,Manuelt gear,115,Skoda
1911,Kia Rio PRE,114900,2018,80000,1.2,Manuelt gear,85,Kia
1912,Skoda Karoq PRE,329900,2020,65000,1.5,Automatgear,150,Skoda
1913,Renault Kadjar FEH,209900,2018,42000,1.2,Automatgear,130,Renault
1914,"Renault Mégane IV 1,3 TCe 140 Bose Edition Sport Tourer EDC",184700,2018,118000,1.3,Automatgear,140,Renault
1915,"Skoda Fabia 1,2 TSI Ambition 90HK 5d",119900,2015,53000,1.2,Manuelt gear,90,Skoda
1916,"Kia Picanto 1,0 MPI Prestige m/Upgrade 67HK 5d",124895,2021,25000,1.0,Manuelt gear,67,Kia
1917,"VW Polo 1,0 TSi 95 Comfortline",149900,2019,104000,1.0,Manuelt gear,95,VW
1918,"VW Golf VII 1,5 TSi 130 Comfortline Connec",214900,2019,56000,1.5,Manuelt gear,130,VW
1919,"VW Touran 1,4 TSi 140 Comfortline 7prs",129800,2011,164000,1.4,Manuelt gear,140,VW
1920,"VW Taigo 1,0 TSi 110 Life DSG",279900,2022,18668,1.0,Automatgear,110,VW
1921,"Ford Focus 1,0 EcoBoost Titanium",199895,2019,42000,1.0,Manuelt gear,125,Ford
1922,"Skoda Scala 1,5 TSi 150 Tour de France",284900,2023,0,1.5,Manuelt gear,150,Skoda
1923,"VW Taigo 1,0 TSi 110 Life DSG",284895,2022,17885,1.0,Automatgear,110,VW
1924,"VW Golf VII 1,5 TSi 150 R-line Variant DSG",284900,2020,64000,1.5,Automatgear,150,VW
1925,"Skoda Kamiq 1,0 TSi 110 Tour de France",277000,2023,0,1.0,Manuelt gear,110,Skoda
1926,"Skoda Scala 1,5 TSi 150 Blackline DSG",294000,2023,0,1.5,Automatgear,150,Skoda
1927,"Skoda Fabia 1,0 TSi 95 Selection",239900,2023,0,1.0,Manuelt gear,95,Skoda
1928,"Skoda Scala 1,5 TSi 150 Tour de France",282000,2023,0,1.5,Manuelt gear,150,Skoda
1929,"Mazda 2 1,5 SkyActiv-G 90 Cosmo",209900,2022,9000,1.5,Automatgear,90,Mazda
1930,"Mazda 2 1,5 SkyActiv-G 90 Cosmo",209900,2022,9000,1.5,Automatgear,90,Mazda
1931,Renault Grand Scénic IV SL4,229900,2018,99000,1.3,Automatgear,140,Renault
1932,Kia Stonic PFO,149900,2018,70000,1.2,Manuelt gear,84,Kia
1933,Ford Fiesta 13,172900,2019,27700,1.0,Manuelt gear,100,Ford
1934,Ford Fiesta MHC,169900,2018,65000,1.0,Manuelt gear,140,Ford
1935,Ford Fiesta 13,159900,2018,82000,1.0,Manuelt gear,140,Ford
1936,Ford Mondeo 40,224900,2018,91000,1.5,Automatgear,165,Ford
1937,Seat Leon PRE,257900,2019,42000,1.5,Automatgear,150,Seat
1938,Renault Kadjar FEH,259900,2020,42000,1.3,Automatgear,140,Renault
1939,Honda Jazz PFO,134900,2017,80000,1.3,Automatgear,102,Honda
1940,"Mazda 2 1,5 SkyActiv-G 90 Cosmo",209900,2022,8000,1.5,Automatgear,90,Mazda
1941,Renault Clio V CL5,189900,2022,18000,1.0,Manuelt gear,90,Renault
1942,Ford Kuga 48,232900,2019,78000,1.5,Manuelt gear,150,Ford
1943,"Nissan Qashqai 1,2 Dig-T Tekna 4x2 115HK 5d 6g",154900,2015,79000,1.2,Manuelt gear,115,Nissan
1944,Audi A4 40 TFSi S-line Avant S-tr,449900,2020,38000,2.0,Automatgear,190,Audi
1945,"VW Golf VII 1,5 TSi 150 R-line Variant DSG",289900,2019,54000,1.5,Automatgear,150,VW
1946,"Peugeot 3008 1,2 PureTech Allure EAT8 130HK 5d 8g A",249900,2019,79900,1.2,Automatgear,130,Peugeot
1947,"Nissan Qashqai 1,3 Dig-T Tekna DCT 160HK 5d 7g Aut. A",279990,2019,46000,1.3,Automatgear,160,Nissan
1948,"VW Passat 1,5 TSi 150 Highline Variant DSG",299900,2019,105000,1.5,Automatgear,150,VW
1949,"Mazda MX5 1,5 SkyActiv-G 131 Roadster",209900,2017,66000,1.5,Manuelt gear,131,Mazda
1950,"Opel Crossland X 1,2 T 110 Spor",194900,2021,17000,1.2,Manuelt gear,110,Opel
1951,"Renault Twingo 1,0 SCe 70 Expression",69900,2014,58000,1.0,Manuelt gear,70,Renault
1952,"VW Polo 1,0 TSi 110 Style DSG",269900,2022,19000,1.0,Automatgear,110,VW
1953,"Ford Puma 1,0 EcoBoost ST-Line DCT",269900,2020,18000,1.0,Automatgear,125,Ford
1954,Peugeot 2008 PRE,154900,2018,56000,1.2,Manuelt gear,110,Peugeot
1955,"VW Tiguan 1,5 TSi 150 Highline Team DSG",394900,2020,54000,1.5,Automatgear,150,VW
1956,"Ford Ecosport 1,0 EcoBoost ST-Line",179900,2018,28000,1.0,Manuelt gear,140,Ford
1957,"Audi A4 1,6 Avan",39900,2005,151000,1.6,Manuelt gear,102,Audi
1958,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d A+",124990,2021,5300,1.0,Manuelt gear,72,Toyota
1959,Citroën C4 PRE,259900,2022,8700,1.2,Automatgear,130,Citroën
1960,Citroën C3 Aircross PRE,184900,2019,21500,1.2,Manuelt gear,110,Citroën
1961,"Mazda CX-30 2,0 e-SkyActiv-G 150 Sky",309900,2022,11000,2.0,Automatgear,150,Mazda
1962,"VW Golf VII 1,4 TSi 150 R-line DSG BMT",217900,2017,90000,1.4,Automatgear,150,VW
1963,"Skoda Kodiaq 7 Sæder 1,5 TSI ACT Style DSG 150HK 5d 7g A",489900,2022,12000,1.5,Automatgear,150,Skoda
1964,"Hyundai i30 1,4 T-GDi Premium stc. DCT",184900,2017,115000,1.4,Automatgear,140,Hyundai
1965,Mercedes A200,409900,2022,6000,1.3,Automatgear,163,Mercedes
1966,"Hyundai Kona 1,0 T-GDI Advanced 120HK 5d 6g A+",239900,2022,28500,1.0,Manuelt gear,120,Hyundai
1967,"Skoda Scala 1,0 TSI Ambition DSG 110HK 5d 7g A",264900,2022,32500,1.0,Automatgear,110,Skoda
1968,"Skoda Karoq 1,5 TSI ACT Style DSG 150HK 5d 7g A",344900,2020,59000,1.5,Automatgear,150,Skoda
1969,"Mazda MX5 2,0 SkyActiv-G 184 Roadster",349900,2021,23000,2.0,Manuelt gear,184,Mazda
1970,"Mazda MX5 1,5 SkyActiv-G 132 Roadster Prime-Line",305100,2023,1000,1.5,Manuelt gear,132,Mazda
1971,"Suzuki Swift 1,2 Dualjet Exclusive SHVS",144900,2018,48000,1.2,Manuelt gear,90,Suzuki
1972,"Mazda MX5 2,0 SkyActiv-G 184 Roadster Sky Edition",359900,2022,9000,2.0,Manuelt gear,184,Mazda
1973,Mercedes GLC43 AMG,899900,2019,22000,3.0,Automatgear,390,Mercedes
1974,Mercedes A200,409900,2022,12000,1.3,Automatgear,163,Mercedes
1975,Mercedes A200,404900,2022,6000,1.3,Automatgear,163,Mercedes
1976,Mercedes A200,394900,2022,21000,1.3,Automatgear,163,Mercedes
